,id,name,sex,geography,postcode,ethnic_group,nationality,occupation,Diesel car,Diesel consumption,Electricity consumption,Family type,Gas Availability,Gas consumption,House ID,House members,Individual type,Motor cycle,Number of bedrooms,Other fuel car,Petrol car,Petrol consumption,Region
587,587,Valerie Marshall,female,Yorkshire and The Humber,S71 5JL,White,United Kingdom,Other,0.0,0.0,70.33251741,One family households,Yes,3019.2468329999997,89b8ed2c-5eff-4d32-8ca0-3f322bd3ce21,3.0,Child,0.0,3 bedrooms,0.0,0.0,0.0,yorkshire and the humber
6394,6394,Abigail Bailey,female,Yorkshire and The Humber,BD17 7JD,White,United Kingdom,Other,,,,,,,,,,,,,,,
8854,8854,Max Thomas,male,South East,GU6 8TQ,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
914,914,Charlotte Williams,female,Scotland,TD1 2DZ,White,United Kingdom,5. Skilled trades occupations,0.0,605.0,5856.302243,One family households,No,0.0,3ed6e508-d4fa-421b-80e5-cbb14a561809,2.0,Couple,0.0,3 bedrooms,0.0,0.0,0.0,scotland
9798,9798,Daniel Johnson,male,South East,BN15 8PW,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
8885,8885,Cheryl Smith,female,East,NR33 8JJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
6759,6759,Maureen Henderson,female,Scotland,KY8 5LE,Asian / Asian British: Other Asian,United Kingdom,Other,,,,,,,,,,,,,,,
9901,9901,Lynne Taylor,female,West Midlands,B31 5EQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
8405,8405,Vanessa Barnes,female,East,SG6 2QB,White,Greece,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
8112,8112,Mitchell Wilkinson,male,South West,BA21 3GX,White,United Kingdom,Other,,,,,,,,,,,,,,,
449,449,Leanne Armstrong,female,Yorkshire and The Humber,DN6 7LT,White,India,9. Elementary occupations,0.0,100.0,2177.062359,One family households,Yes,3052.049082,e939f575-a88c-47a9-8459-31e4477ecac1,3.0,Couple,0.0,2 bedrooms,0.0,0.0,0.0,yorkshire and the humber
564,564,Charlene Jones,female,London,TW7 4PH,White,United Kingdom,Other,0.0,120.0,954.7597607000001,One family households,Yes,4407.943521,b7241c30-1383-4c4e-bdec-c3135ffc8bbb,4.0,Child,0.0,4 bedrooms,0.0,0.0,0.0,london
7369,7369,Mohammad Woods,male,London,HA2 8BP,White,United Kingdom,Other,,,,,,,,,,,,,,,
9795,9795,Billy Brown,male,East Midlands,OX17 2RZ,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
3746,3746,Sandra Mitchell,female,North West,PR3 2GE,White,United Kingdom,Other,,,,,,,,,,,,,,,
7881,7881,Norman Nixon,male,West Midlands,B72 1AR,White,United Kingdom,Other,,,,,,,,,,,,,,,
908,908,Pamela White,female,South East,BN12 4HS,Mixed / Multiple ethnic group,United Kingdom,Other,0.0,671.0,2199.522962,One person household,Yes,7386.753682,740bf047-9f75-426b-ab92-08699cf36ece,1.0,65 or over,0.0,2 bedrooms,0.0,0.0,0.0,south east
2724,2724,Laura McDonald,female,East,CM7 3PG,White,United Kingdom,Other,,,,,,,,,,,,,,,
9028,9028,Kimberley Turner,female,East Midlands,S80 4LN,Asian / Asian British: Indian,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
3318,3318,Joseph Williams,male,North West,SK5 8DJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
8568,8568,James Stephenson,male,Northern Ireland,BT40 3LQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
4060,4060,Simon Williams,male,East Midlands,S43 4GJ,Black / African / Caribbean / Black British,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
2567,2567,Gail Harrison,female,East Midlands,NG31 6DE,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
655,655,Paul Barton,male,South East,PO31 8NE,White,United Kingdom,Other,0.0,545.0,2459.175126,One family households,Yes,3393.4301159999995,12757d40-fd5e-4317-8467-304330a1cdb1,2.0,Couple,0.0,1 bedroom,0.0,0.0,0.0,south east
8235,8235,Yvonne Henderson,female,South East,HP10 0SX,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
7417,7417,William Woods,male,East,CO5 0PR,White,United Kingdom,Other,,,,,,,,,,,,,,,
2207,2207,Rebecca Green,female,West Midlands,WV16 5BR,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
7083,7083,Dorothy Gibson,female,Scotland,AB15 8HF,White,United Kingdom,Other,,,,,,,,,,,,,,,
8059,8059,Heather Griffiths,female,North West,WA15 9EA,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
3078,3078,Georgina Lawrence,female,West Midlands,WR14 2QT,Asian / Asian British: Indian,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
1910,1910,Amy North,female,London,BR5 2HA,White,United Kingdom,Other,,,,,,,,,,,,,,,
1985,1985,Jamie Preston,male,East,CB4 1JQ,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
7174,7174,Janet Rogers,female,North East,DL13 2BW,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
2107,2107,Kim Hunter,female,East Midlands,LE67 3ZD,White,United Kingdom,Other,,,,,,,,,,,,,,,
7533,7533,Jacob Richards,male,North West,PR2 3NN,Asian / Asian British: Bangladeshi,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
1704,1704,William Dobson,male,North West,CH45 1HS,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
5595,5595,Debra Khan,female,West Midlands,WV11 3LA,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
6549,6549,Jade Clark,female,London,IG8 9JP,Black / African / Caribbean / Black British,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
5633,5633,Georgia Barnes,female,Scotland,DD2 1NF,White,United Kingdom,Other,,,,,,,,,,,,,,,
1307,1307,Sharon Bailey,female,London,HA3 9HS,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
745,745,Natasha Collins,female,Yorkshire and The Humber,BD6 3SQ,White,United Kingdom,8. Process plant and machine operatives,0.0,0.0,910.5117148,One family households,Yes,3084.771072,9f71ca72-ae9a-4d6e-a08d-ed9b0ea53792,5.0,Child,0.0,3 bedrooms,0.0,0.0,0.0,yorkshire and the humber
5256,5256,James Watkins,male,South East,CT6 8NW,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
243,243,Maria Smith,female,Scotland,EH13 9NF,White,United Kingdom,Other,0.0,168.0,1349.688977,One person household,Yes,1104.220104,38b3a8de-22f5-4b4a-b503-f8ae84d85722,1.0,65 or over,0.0,2 bedrooms,0.0,2.0,16.0,scotland
4885,4885,Kim Stewart,female,South West,SP9 7AQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
1118,1118,Conor Hilton,male,London,DA14 6HA,Asian / Asian British: Chinese,United Kingdom,Other,,,,,,,,,,,,,,,
5792,5792,Catherine Phillips,female,London,SW15 6RA,White,Egypt,Other,,,,,,,,,,,,,,,
4109,4109,Jodie Bevan,female,East Midlands,NG24 2EP,White,United Kingdom,Other,,,,,,,,,,,,,,,
2464,2464,Ricky Thompson,male,South West,SN13 9WQ,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
1237,1237,Anne Stanley,female,Northern Ireland,BT30 9DD,White,United Kingdom,Other,,,,,,,,,,,,,,,
658,658,Reece Campbell,male,Scotland,AB54 6EB,White,United Kingdom,Other,0.0,0.0,1493.9595539999998,One family households,Yes,5867.090498,cd45a670-5d22-493b-8e79-07984dbea8c7,3.0,Couple,0.0,2 bedrooms,0.0,0.0,0.0,scotland
5397,5397,Martin Evans,male,Scotland,DD1 4NR,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
3737,3737,Barry Skinner,male,Yorkshire and The Humber,BD22 6FJ,White,Spain,7. Sales and customer service occupations,,,,,,,,,,,,,,,
3122,3122,Kim Lawrence,female,West Midlands,B11 4EP,White,United Kingdom,Other,,,,,,,,,,,,,,,
7156,7156,Alex Harris,male,West Midlands,CV21 3AE,White,United Kingdom,Other,,,,,,,,,,,,,,,
6583,6583,Danielle Roberts,female,Scotland,EH2 4DB,White,Hungary,7. Sales and customer service occupations,,,,,,,,,,,,,,,
1033,1033,Holly Dickinson,female,South East,BN21 1SE,White,United Kingdom,Other,,,,,,,,,,,,,,,
1340,1340,Neil Hughes,male,Northern Ireland,BT67 0SP,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
8179,8179,Jonathan Jones,male,East,NR18 9SZ,White,United Kingdom,Other,,,,,,,,,,,,,,,
1051,1051,Shannon Hobbs,female,North West,WA8 7LB,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
6199,6199,Christopher Simpson,male,East,PE34 4DZ,White,Spain,Other,,,,,,,,,,,,,,,
6758,6758,June Mason,female,Scotland,ML2 9BF,White,United Kingdom,5. Skilled trades occupations,,,,,,,,,,,,,,,
1688,1688,Susan Smith,female,South East,DA11 7BQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
3775,3775,Sally Griffiths,female,Scotland,G82 5AT,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
3990,3990,Lee Murray,male,East,CB10 2UB,White,United Kingdom,Other,,,,,,,,,,,,,,,
4504,4504,Claire Robinson,female,East,IG9 5QT,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
1608,1608,Jason Watson,male,London,W1F 8GS,White,United Kingdom,Other,,,,,,,,,,,,,,,
9791,9791,Jodie Stewart,female,South East,GU35 0YL,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
5724,5724,Charles Turner,male,East Midlands,NN2 6QL,White,Poland,7. Sales and customer service occupations,,,,,,,,,,,,,,,
917,917,Luke Martin,male,East Midlands,NN2 1EH,White,United Kingdom,Other,0.0,909.0,2034.163813,One family households,Yes,8989.954584000001,7d5b5c14-437d-4b94-b1f5-80ab46437aef,2.0,Couple,0.0,2 bedrooms,0.0,0.0,0.0,east midlands
7674,7674,Aimee Thomas,female,Scotland,AB56 1GQ,White,United Kingdom,Other,,,,,,,,,,,,,,,
7157,7157,Suzanne Butler,female,North East,NE23 1AG,White,United Kingdom,Other,,,,,,,,,,,,,,,
3767,3767,Angela Davies,female,West Midlands,B15 3LD,Asian / Asian British: Pakistani,Netherlands,Other,,,,,,,,,,,,,,,
2658,2658,Catherine Cook,female,South East,CT1 3DH,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
7470,7470,Bryan Fletcher,male,London,WC1R 4PZ,Asian / Asian British: Pakistani,Romania,2. Professional occupations,,,,,,,,,,,,,,,
8106,8106,Kenneth Ross,male,London,W3 8LW,White,United Kingdom,Other,,,,,,,,,,,,,,,
165,165,Jeffrey Pratt,male,East,LU2 7FH,Asian / Asian British: Indian,Italy,4. Administrative and secretarial occupations,0.0,454.0,2003.26258,Multi-family households,Yes,4319.515658,5309b6f6-8a44-45a2-9433-a72ac90c4fa7,3.0,Multi-family Adult 3,0.0,3 bedrooms,0.0,0.0,0.0,east
900,900,Hayley Coates,female,East,NR11 8DL,White,Nigeria,Other,0.0,473.0,4380.053896,One person household,No,0.0,064a6316-67ae-4918-b9c3-3ad7df3802f1,1.0,65 or over,0.0,2 bedrooms,0.0,1.0,9.0,east
2713,2713,Laura White,female,East,CB23 7DY,White,United Kingdom,Other,,,,,,,,,,,,,,,
8457,8457,Rachael Lamb,female,South West,PL9 8PG,White,United Kingdom,Other,,,,,,,,,,,,,,,
3283,3283,Beth Kaur,female,North West,BB3 3RF,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
3092,3092,Ronald Smith,male,London,SE5 9QX,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
5297,5297,Graham Flynn,male,East Midlands,LE9 7BY,White,United Kingdom,Other,,,,,,,,,,,,,,,
3814,3814,Katy Clements,female,West Midlands,CV6 6GN,White,Romania,Other,,,,,,,,,,,,,,,
6790,6790,Shaun Williamson,male,Scotland,ZE1 0BD,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
9044,9044,Susan Morris,female,East Midlands,LE67 9PW,White,United Kingdom,Other,,,,,,,,,,,,,,,
6407,6407,Ellie Potter,female,East,SS12 0LA,White,France,Other,,,,,,,,,,,,,,,
4250,4250,Jeremy Cook,male,East Midlands,LE7 1ZS,White,Sudan,Other,,,,,,,,,,,,,,,
6785,6785,Jason Lynch,male,Northern Ireland,BT48 9BG,White,United Kingdom,Other,,,,,,,,,,,,,,,
3206,3206,Jenna Stewart,female,South West,EX6 7SN,White,United Kingdom,Other,,,,,,,,,,,,,,,
5833,5833,Kim Leonard,female,West Midlands,WS10 0DP,White,United Kingdom,Other,,,,,,,,,,,,,,,
5435,5435,Judith Clarke,female,London,SW15 4NW,White,Bangladesh,2. Professional occupations,,,,,,,,,,,,,,,
3958,3958,Sara Porter,female,South East,GU7 3HJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
9272,9272,Linda Turner,female,West Midlands,B91 3DA,White,United Kingdom,Other,,,,,,,,,,,,,,,
5882,5882,Glen Lewis,male,East,RM16 2SL,White,United Kingdom,Other,,,,,,,,,,,,,,,
2459,2459,Edward Smith,male,North West,BB11 4PJ,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
4101,4101,Marc Singh,male,South West,EX2 7JA,White,United Kingdom,Other,,,,,,,,,,,,,,,
5456,5456,Antony Bailey,male,Yorkshire and The Humber,HU8 0QJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
3561,3561,Joyce Kaur,female,Scotland,EH24 9AD,White,Colombia,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
1670,1670,Pauline Hunter,female,North East,DH6 3DJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
796,796,Teresa Cox,female,South East,RG26 5PZ,Mixed / Multiple ethnic group,United Kingdom,Other,0.0,479.0,2249.665995,One family households,Yes,4612.851188000001,dcf324a2-3a46-4288-a38f-9a98430d3cac,2.0,Couple,0.0,2 bedrooms,0.0,0.0,0.0,south east
6638,6638,Howard Cox,male,Northern Ireland,BT9 6UB,White,United Kingdom,Other,,,,,,,,,,,,,,,
1259,1259,Louis Burrows,male,South East,RG22 6LF,White,United Kingdom,Other,,,,,,,,,,,,,,,
850,850,Chloe Ahmed,female,West Midlands,ST19 5QU,White,Portugal,Other,0.0,0.0,2451.093763,One family households,Yes,7347.150576000001,fc741b16-b014-4255-abf4-0156e22f7239,2.0,Couple,0.0,2 bedrooms,0.0,0.0,0.0,west midlands
4199,4199,Ryan Smith,male,South East,BN2 4FH,White,United Kingdom,Other,,,,,,,,,,,,,,,
4861,4861,Marcus Brown,male,North West,SK14 1LE,White,United Kingdom,Other,,,,,,,,,,,,,,,
9630,9630,Raymond Wood,male,South East,TN2 4RJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
8648,8648,Nicole Richardson,female,South West,BH1 1AW,White,United Kingdom,Other,,,,,,,,,,,,,,,
763,763,Clive Morgan,male,West Midlands,CV22 5HA,White,United Kingdom,Other,1.0,1004.0,7957.042712,One person household,Yes,14858.8101,b1dd50b0-2a7a-44ee-ac4b-73e97198c646,1.0,Under 65,0.0,3 bedrooms,0.0,1.0,274.0,west midlands
6616,6616,Tom Davies,male,London,NW5 9NW,Black / African / Caribbean / Black British,United Kingdom,Other,,,,,,,,,,,,,,,
2919,2919,Dominic Vaughan,male,East,AL5 3EL,White,United Kingdom,9. Elementary occupations,,,,,,,,,,,,,,,
2751,2751,Robin Kay,male,Wales,SA70 7PF,White,United Kingdom,Other,,,,,,,,,,,,,,,
743,743,Joyce Wood,female,East,CO10 2BT,White,United Kingdom,Other,0.0,527.0,2208.282918,One family households,No,0.0,5eb53e98-dc47-464f-9fa4-5705e4a430fa,2.0,Couple,0.0,3 bedrooms,0.0,0.0,0.0,east
1717,1717,Rebecca Dunn,female,Scotland,PA2 7DU,White,United Kingdom,Other,,,,,,,,,,,,,,,
6046,6046,Amanda Allen,female,East,NR25 6AB,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
8741,8741,Stacey Jordan,female,East,CO11 1SU,White,United Kingdom,Other,,,,,,,,,,,,,,,
5799,5799,Susan Duffy,female,London,E16 3QL,Asian / Asian British: Other Asian,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
8110,8110,Marilyn Moore,female,North West,M28 3PL,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
2722,2722,Garry Simmons,male,North West,WA3 4AZ,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
3548,3548,Georgina Humphreys,female,North East,NE71 6XG,White,United Kingdom,Other,,,,,,,,,,,,,,,
3868,3868,Lewis Sims,male,South East,MK10 7FS,White,United Kingdom,Other,,,,,,,,,,,,,,,
9982,9982,Melanie Scott,female,Yorkshire and The Humber,BD15 0EF,Mixed / Multiple ethnic group,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
6458,6458,Damian Thomas,male,North West,CH45 8LR,White,United Kingdom,Other,,,,,,,,,,,,,,,
7884,7884,Kenneth Young,male,South East,TN6 2NS,Mixed / Multiple ethnic group,United Kingdom,Other,,,,,,,,,,,,,,,
8429,8429,Adam Burgess,male,London,NW9 5QF,White,United Kingdom,Other,,,,,,,,,,,,,,,
369,369,Stanley Tyler,male,West Midlands,DY8 3EA,Asian / Asian British: Pakistani,United Kingdom,"1. Managers, directors and senior officials",0.0,0.0,1657.623987,One family households,Yes,2227.988131,3b0583ec-b3da-4712-b964-59ad0c4a0aec,4.0,Couple,0.0,4 bedrooms,0.0,0.0,0.0,west midlands
4327,4327,Andrew Howells,male,North West,PR2 9YL,Asian / Asian British: Pakistani,United Kingdom,Other,,,,,,,,,,,,,,,
757,757,Toby Mills,male,South East,OX26 9NJ,Asian / Asian British: Pakistani,United Kingdom,Other,1.0,0.0,3351.65933,One family households,Yes,14284.06756,7a1132c3-d2c1-4586-a81f-5c7d60b5311d,2.0,Couple,0.0,3 bedrooms,0.0,1.0,51.0,south east
2047,2047,Jay Price,male,North West,M9 4JF,White,United Kingdom,Other,,,,,,,,,,,,,,,
7207,7207,Grace Wilson,female,Yorkshire and The Humber,S3 7PN,White,China,Other,,,,,,,,,,,,,,,
1629,1629,Mandy Mitchell,female,Yorkshire and The Humber,DN17 4JE,White,United Kingdom,Other,,,,,,,,,,,,,,,
5052,5052,Heather Wallace,female,East,WD23 4NT,White,United Kingdom,Other,,,,,,,,,,,,,,,
9301,9301,Katie May,female,Scotland,G34 9EB,White,United Kingdom,Other,,,,,,,,,,,,,,,
1972,1972,Beverley Power,female,South West,PL24 2DT,White,United Kingdom,Other,,,,,,,,,,,,,,,
5242,5242,Denise Roberts,female,North West,WN4 9HW,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
5557,5557,Graham Taylor,male,South East,ME12 1LD,White,Poland,2. Professional occupations,,,,,,,,,,,,,,,
2948,2948,Irene Watts,female,London,SW16 5EE,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
1291,1291,Gordon Robertson,male,Yorkshire and The Humber,LS27 0EH,White,United Kingdom,Other,,,,,,,,,,,,,,,
7084,7084,Katy Whitehead,female,South East,TN25 6PS,White,United Kingdom,3. Associate professional and technical occupat...,,,,,,,,,,,,,,,
2359,2359,Fiona Taylor,female,North West,OL2 8SS,Asian / Asian British: Bangladeshi,United Kingdom,Other,,,,,,,,,,,,,,,
2985,2985,Howard Wallace,male,London,RM14 2DL,Asian / Asian British: Indian,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
3308,3308,Glen Jones,male,East,NR1 2QT,Asian / Asian British: Other Asian,United Kingdom,Other,,,,,,,,,,,,,,,
5960,5960,Mathew Barnett,male,North West,L30 7PA,White,United Kingdom,Other,,,,,,,,,,,,,,,
874,874,Frederick Dawson,male,North East,NE26 2EA,White,United Kingdom,Other,0.0,450.0,2034.4063030000002,One family households,Yes,4837.637,89624a4e-2e72-4387-ba4e-76362a3b488a,2.0,Couple,0.0,2 bedrooms,0.0,0.0,0.0,north east
9327,9327,Georgia Williams,female,London,W1G 9YL,White,United Kingdom,Other,,,,,,,,,,,,,,,
2734,2734,Charlene Brown,female,East Midlands,S32 3XR,White,United Kingdom,"1. Managers, directors and senior officials",,,,,,,,,,,,,,,
8976,8976,Clare Smith,female,North West,WA11 7ED,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
2244,2244,Sophie Kelly,female,South West,TR15 3YZ,White,United Kingdom,Other,,,,,,,,,,,,,,,
4224,4224,Oliver Clarke,male,North West,PR6 8AH,White,United Kingdom,Other,,,,,,,,,,,,,,,
5405,5405,Kimberley Morris,female,South East,ME2 4LB,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
8297,8297,Kieran Shaw,male,Yorkshire and The Humber,S12 2LD,White,United Kingdom,Other,,,,,,,,,,,,,,,
7694,7694,Carly O'Brien,female,South East,CT17 9RL,White,United Kingdom,Other,,,,,,,,,,,,,,,
6892,6892,Brett Thomas,male,West Midlands,ST13 8SU,Other Ethnic Group,United Kingdom,Other,,,,,,,,,,,,,,,
7872,7872,Marie Roberts,female,Wales,CF14 1UG,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
9073,9073,Gemma Whitehead,female,South West,TR18 5JR,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
1689,1689,Maureen Harris,female,Scotland,KY11 2ND,White,United Kingdom,2. Professional occupations,,,,,,,,,,,,,,,
8547,8547,Hayley Blackburn,female,South East,RH5 5JD,White,United Kingdom,Other,,,,,,,,,,,,,,,
4322,4322,Jenna George,female,London,SW12 0ES,Black / African / Caribbean / Black British,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
1484,1484,Joel Carter,male,London,BR2 9DG,White,United Kingdom,"6. Caring, leisure and other service occupations",,,,,,,,,,,,,,,
8952,8952,Elizabeth Dean,female,Northern Ireland,BT38 7LS,White,United Kingdom,Other,,,,,,,,,,,,,,,
5716,5716,Conor Smith,male,North East,NE33 2AU,White,United Kingdom,4. Administrative and secretarial occupations,,,,,,,,,,,,,,,
6602,6602,Francis Jennings,male,London,SW4 0PW,White,United Kingdom,Other,,,,,,,,,,,,,,,
2834,2834,Mary Jones,female,London,W1W 7DJ,Other Ethnic Group,United Kingdom,Other,,,,,,,,,,,,,,,
3213,3213,Kathleen Archer,female,Scotland,KA13 6PN,White,United Kingdom,8. Process plant and machine operatives,,,,,,,,,,,,,,,
5369,5369,Barbara Jones,female,East Midlands,NN17 1PS,White,United Kingdom,7. Sales and customer service occupations,,,,,,,,,,,,,,,
7635,7635,Shane Smith,male,Scotland,AB54 8DD,White,United Kingdom,Other,,,,,,,,,,,,,,,
3377,3377,Mark Cook,male,North East,NE44 6AH,White,United Kingdom,Other,,,,,,,,,,,,,,,
5710,5710,Antony Hopkins,male,North West,BB2 4JJ,White,United Kingdom,Other,,,,,,,,,,,,,,,
5413,5413,Darren Fleming,male,Wales,SY21 0QS,White,United Kingdom,Other,,,,,,,,,,,,,,,
1606,1606,Lewis Brown,male,East Midlands,NG18 4DB,Asian / Asian British: Indian,United Kingdom,Other,,,,,,,,,,,,,,,
